Constructor,Driver,FastestLap,Time,circuitName,grid,laps,number,points,position,positionText,raceName,round,season,status
sauber,salo,,"{'millis': '5161530', 'time': '+27.112'}",Hockenheimring,15,45,17,2,5,5,German Grand Prix,11,2000,Finished
arrows,rosa,,"{'millis': '5163498', 'time': '+29.080'}",Hockenheimring,5,45,18,1,6,6,German Grand Prix,11,2000,Finished
williams,ralf_schumacher,,"{'millis': '5165316', 'time': '+30.898'}",Hockenheimring,14,45,9,0,7,7,German Grand Prix,11,2000,Finished
bar,villeneuve,,"{'millis': '5181955', 'time': '+47.537'}",Hockenheimring,9,45,22,0,8,8,German Grand Prix,11,2000,Finished
jordan,trulli,,"{'millis': '5185319', 'time': '+50.901'}",Hockenheimring,6,45,6,0,9,9,German Grand Prix,11,2000,Finished
jaguar,irvine,,"{'millis': '5214082', 'time': '+1:19.664'}",Hockenheimring,10,45,7,0,10,10,German Grand Prix,11,2000,Finished
minardi,mazzacane,,"{'millis': '5223922', 'time': '+1:29.504'}",Hockenheimring,21,45,21,0,11,11,German Grand Prix,11,2000,Finished
prost,heidfeld,,,Hockenheimring,13,40,15,0,12,12,German Grand Prix,11,2000,Alternator
jordan,frentzen,,,Hockenheimring,17,39,5,0,13,R,German Grand Prix,11,2000,Gearbox
arrows,verstappen,,,Hockenheimring,11,39,19,0,14,R,German Grand Prix,11,2000,Spun off
bar,zonta,,,Hockenheimring,12,37,23,0,15,R,German Grand Prix,11,2000,Spun off
minardi,gene,,,Hockenheimring,22,33,20,0,16,R,German Grand Prix,11,2000,Engine
benetton,wurz,,,Hockenheimring,7,31,12,0,17,R,German Grand Prix,11,2000,Electrical
sauber,diniz,,,Hockenheimring,19,29,16,0,18,R,German Grand Prix,11,2000,Collision
prost,alesi,,,Hockenheimring,20,29,14,0,19,R,German Grand Prix,11,2000,Collision
jaguar,herbert,,,Hockenheimring,8,12,8,0,20,R,German Grand Prix,11,2000,Gearbox
ferrari,michael_schumacher,,,Hockenheimring,2,0,3,0,21,R,German Grand Prix,11,2000,Collision
benetton,fisichella,,,Hockenheimring,3,0,11,0,22,R,German Grand Prix,11,2000,Collision
mclaren,hakkinen,,"{'millis': '6333869', 'time': '1:45:33.869'}",Hungaroring,3,77,1,10,1,1,Hungarian Grand Prix,12,2000,Finished
ferrari,michael_schumacher,,"{'millis': '6341786', 'time': '+7.917'}",Hungaroring,1,77,3,6,2,2,Hungarian Grand Prix,12,2000,Finished
mclaren,coulthard,,"{'millis': '6342324', 'time': '+8.455'}",Hungaroring,2,77,2,4,3,3,Hungarian Grand Prix,12,2000,Finished
ferrari,barrichello,,"{'millis': '6378026', 'time': '+44.157'}",Hungaroring,5,77,4,3,4,4,Hungarian Grand Prix,12,2000,Finished
williams,ralf_schumacher,,"{'millis': '6384306', 'time': '+50.437'}",Hungaroring,4,77,9,2,5,5,Hungarian Grand Prix,12,2000,Finished
jordan,frentzen,,"{'millis': '6401968', 'time': '+1:08.099'}",Hungaroring,6,77,5,1,6,6,Hungarian Grand Prix,12,2000,Finished
jordan,trulli,,,Hungaroring,12,76,6,0,7,7,Hungarian Grand Prix,12,2000,+1 Lap
jaguar,irvine,,,Hungaroring,10,76,7,0,8,8,Hungarian Grand Prix,12,2000,+1 Lap
williams,button,,,Hungaroring,8,76,10,0,9,9,Hungarian Grand Prix,12,2000,+1 Lap
sauber,salo,,,Hungaroring,9,76,17,0,10,10,Hungarian Grand Prix,12,2000,+1 Lap
benetton,wurz,,,Hungaroring,11,76,12,0,11,11,Hungarian Grand Prix,12,2000,+1 Lap
bar,villeneuve,,,Hungaroring,16,75,22,0,12,12,Hungarian Grand Prix,12,2000,+2 Laps
arrows,verstappen,,,Hungaroring,20,75,19,0,13,13,Hungarian Grand Prix,12,2000,+2 Laps
bar,zonta,,,Hungaroring,18,75,23,0,14,14,Hungarian Grand Prix,12,2000,+2 Laps
minardi,gene,,,Hungaroring,21,74,20,0,15,15,Hungarian Grand Prix,12,2000,+3 Laps
arrows,rosa,,,Hungaroring,15,73,18,0,16,16,Hungarian Grand Prix,12,2000,+4 Laps
minardi,mazzacane,,,Hungaroring,22,68,21,0,17,R,Hungarian Grand Prix,12,2000,Engine
jaguar,herbert,,,Hungaroring,17,67,8,0,18,R,Hungarian Grand Prix,12,2000,Gearbox
sauber,diniz,,,Hungaroring,13,62,16,0,19,R,Hungarian Grand Prix,12,2000,Transmission
benetton,fisichella,,,Hungaroring,7,31,11,0,20,R,Hungarian Grand Prix,12,2000,Brakes
prost,heidfeld,,,Hungaroring,19,22,15,0,21,R,Hungarian Grand Prix,12,2000,Electrical
prost,alesi,,,Hungaroring,14,11,14,0,22,R,Hungarian Grand Prix,12,2000,Suspension
mclaren,hakkinen,,"{'millis': '5294494', 'time': '1:28:14.494'}",Circuit de Spa-Francorchamps,1,44,1,10,1,1,Belgian Grand Prix,13,2000,Finished
ferrari,michael_schumacher,,"{'millis': '5295598', 'time': '+1.104'}",Circuit de Spa-Francorchamps,4,44,3,6,2,2,Belgian Grand Prix,13,2000,Finished
williams,ralf_schumacher,,"{'millis': '5332590', 'time': '+38.096'}",Circuit de Spa-Francorchamps,6,44,9,4,3,3,Belgian Grand Prix,13,2000,Finished
mclaren,coulthard,,"{'millis': '5337775', 'time': '+43.281'}",Circuit de Spa-Francorchamps,5,44,2,3,4,4,Belgian Grand Prix,13,2000,Finished
williams,button,,"{'millis': '5344408', 'time': '+49.914'}",Circuit de Spa-Francorchamps,3,44,10,2,5,5,Belgian Grand Prix,13,2000,Finished
jordan,frentzen,,"{'millis': '5350478', 'time': '+55.984'}",Circuit de Spa-Francorchamps,8,44,5,1,6,6,Belgian Grand Prix,13,2000,Finished
bar,villeneuve,,"{'millis': '5366874', 'time': '+1:12.380'}",Circuit de Spa-Francorchamps,7,44,22,0,7,7,Belgian Grand Prix,13,2000,Finished
jaguar,herbert,,"{'millis': '5382302', 'time': '+1:27.808'}",Circuit de Spa-Francorchamps,9,44,8,0,8,8,Belgian Grand Prix,13,2000,Finished
sauber,salo,,"{'millis': '5383164', 'time': '+1:28.670'}",Circuit de Spa-Francorchamps,18,44,17,0,9,9,Belgian Grand Prix,13,2000,Finished
jaguar,irvine,,"{'millis': '5386049', 'time': '+1:31.555'}",Circuit de Spa-Francorchamps,12,44,7,0,10,10,Belgian Grand Prix,13,2000,Finished
sauber,diniz,,"{'millis': '5388617', 'time': '+1:34.123'}",Circuit de Spa-Francorchamps,15,44,16,0,11,11,Belgian Grand Prix,13,2000,Finished
bar,zonta,,,Circuit de Spa-Francorchamps,13,43,23,0,12,12,Belgian Grand Prix,13,2000,+1 Lap
benetton,wurz,,,Circuit de Spa-Francorchamps,19,43,12,0,13,13,Belgian Grand Prix,13,2000,+1 Lap
minardi,gene,,,Circuit de Spa-Francorchamps,21,43,20,0,14,14,Belgian Grand Prix,13,2000,+1 Lap
arrows,verstappen,,,Circuit de Spa-Francorchamps,20,43,19,0,15,15,Belgian Grand Prix,13,2000,+1 Lap
arrows,rosa,,,Circuit de Spa-Francorchamps,16,42,18,0,16,16,Belgian Grand Prix,13,2000,+2 Laps
minardi,mazzacane,,,Circuit de Spa-Francorchamps,22,42,21,0,17,17,Belgian Grand Prix,13,2000,+2 Laps
ferrari,barrichello,,,Circuit de Spa-Francorchamps,10,32,4,0,18,R,Belgian Grand Prix,13,2000,Fuel pressure
prost,alesi,,,Circuit de Spa-Francorchamps,17,32,14,0,19,R,Belgian Grand Prix,13,2000,Fuel pressure
prost,heidfeld,,,Circuit de Spa-Francorchamps,14,12,15,0,20,R,Belgian Grand Prix,13,2000,Engine
benetton,fisichella,,,Circuit de Spa-Francorchamps,11,8,11,0,21,R,Belgian Grand Prix,13,2000,Electrical
jordan,trulli,,,Circuit de Spa-Francorchamps,2,4,6,0,22,R,Belgian Grand Prix,13,2000,Collision
ferrari,michael_schumacher,,"{'millis': '5251638', 'time': '1:27:31.638'}",Autodromo Nazionale di Monza,1,53,3,10,1,1,Italian Grand Prix,14,2000,Finished
mclaren,hakkinen,,"{'millis': '5255448', 'time': '+3.810'}",Autodromo Nazionale di Monza,3,53,1,6,2,2,Italian Grand Prix,14,2000,Finished
williams,ralf_schumacher,,"{'millis': '5304070', 'time': '+52.432'}",Autodromo Nazionale di Monza,7,53,9,4,3,3,Italian Grand Prix,14,2000,Finished
arrows,verstappen,,"{'millis': '5311576', 'time': '+59.938'}",Autodromo Nazionale di Monza,11,53,19,3,4,4,Italian Grand Prix,14,2000,Finished
benetton,wurz,,"{'millis': '5319064', 'time': '+1:07.426'}",Autodromo Nazionale di Monza,13,53,12,2,5,5,Italian Grand Prix,14,2000,Finished
bar,zonta,,"{'millis': '5320931', 'time': '+1:09.293'}",Autodromo Nazionale di Monza,17,53,23,1,6,6,Italian Grand Prix,14,2000,Finished
sauber,salo,,,Autodromo Nazionale di Monza,15,52,17,0,7,7,Italian Grand Prix,14,2000,+1 Lap
sauber,diniz,,,Autodromo Nazionale di Monza,16,52,16,0,8,8,Italian Grand Prix,14,2000,+1 Lap
minardi,gene,,,Autodromo Nazionale di Monza,21,52,20,0,9,9,Italian Grand Prix,14,2000,+1 Lap
minardi,mazzacane,,,Autodromo Nazionale di Monza,22,52,21,0,10,10,Italian Grand Prix,14,2000,+1 Lap
benetton,fisichella,,,Autodromo Nazionale di Monza,9,52,11,0,11,11,Italian Grand Prix,14,2000,+1 Lap
prost,alesi,,,Autodromo Nazionale di Monza,19,51,14,0,12,12,Italian Grand Prix,14,2000,+2 Laps
prost,heidfeld,,,Autodromo Nazionale di Monza,20,15,15,0,13,R,Italian Grand Prix,14,2000,Spun off
bar,villeneuve,,,Autodromo Nazionale di Monza,4,14,22,0,14,R,Italian Grand Prix,14,2000,Electrical
williams,button,,,Autodromo Nazionale di Monza,12,10,10,0,15,R,Italian Grand Prix,14,2000,Spun off
jaguar,herbert,,,Autodromo Nazionale di Monza,18,1,8,0,16,R,Italian Grand Prix,14,2000,Collision
ferrari,barrichello,,,Autodromo Nazionale di Monza,2,0,4,0,17,R,Italian Grand Prix,14,2000,Collision
mclaren,coulthard,,,Autodromo Nazionale di Monza,5,0,2,0,18,R,Italian Grand Prix,14,2000,Collision
jordan,trulli,,,Autodromo Nazionale di Monza,6,0,6,0,19,R,Italian Grand Prix,14,2000,Collision
jordan,frentzen,,,Autodromo Nazionale di Monza,8,0,5,0,20,R,Italian Grand Prix,14,2000,Collision
arrows,rosa,,,Autodromo Nazionale di Monza,10,0,18,0,21,R,Italian Grand Prix,14,2000,Collision
jaguar,irvine,,,Autodromo Nazionale di Monza,14,0,7,0,22,R,Italian Grand Prix,14,2000,Spun off
ferrari,michael_schumacher,,"{'millis': '5790883', 'time': '1:36:30.883'}",Indianapolis Motor Speedway,1,73,3,10,1,1,United States Grand Prix,15,2000,Finished
ferrari,barrichello,,"{'millis': '5803001', 'time': '+12.118'}",Indianapolis Motor Speedway,4,73,4,6,2,2,United States Grand Prix,15,2000,Finished
jordan,frentzen,,"{'millis': '5808251', 'time': '+17.368'}",Indianapolis Motor Speedway,7,73,5,4,3,3,United States Grand Prix,15,2000,Finished
bar,villeneuve,,"{'millis': '5808819', 'time': '+17.936'}",Indianapolis Motor Speedway,8,73,22,3,4,4,United States Grand Prix,15,2000,Finished
mclaren,coulthard,,"{'millis': '5819696', 'time': '+28.813'}",Indianapolis Motor Speedway,2,73,2,2,5,5,United States Grand Prix,15,2000,Finished
bar,zonta,,"{'millis': '5842577', 'time': '+51.694'}",Indianapolis Motor Speedway,12,73,23,1,6,6,United States Grand Prix,15,2000,Finished
jaguar,irvine,,"{'millis': '5861998', 'time': '+1:11.115'}",Indianapolis Motor Speedway,17,73,7,0,7,7,United States Grand Prix,15,2000,Finished
sauber,diniz,,,Indianapolis Motor Speedway,9,72,16,0,8,8,United States Grand Prix,15,2000,+1 Lap
prost,heidfeld,,,Indianapolis Motor Speedway,16,72,15,0,9,9,United States Grand Prix,15,2000,+1 Lap
benetton,wurz,,,Indianapolis Motor Speedway,11,72,12,0,10,10,United States Grand Prix,15,2000,+1 Lap
jaguar,herbert,,,Indianapolis Motor Speedway,19,72,8,0,11,11,United States Grand Prix,15,2000,+1 Lap
minardi,gene,,,Indianapolis Motor Speedway,22,72,20,0,12,12,United States Grand Prix,15,2000,+1 Lap
prost,alesi,,,Indianapolis Motor Speedway,20,64,14,0,13,R,United States Grand Prix,15,2000,Engine
minardi,mazzacane,,,Indianapolis Motor Speedway,21,59,21,0,14,R,United States Grand Prix,15,2000,Engine
williams,ralf_schumacher,,,Indianapolis Motor Speedway,10,58,9,0,15,R,United States Grand Prix,15,2000,Engine
arrows,rosa,,,Indianapolis Motor Speedway,18,45,18,0,16,R,United States Grand Prix,15,2000,Gearbox
benetton,fisichella,,,Indianapolis Motor Speedway,15,44,11,0,17,R,United States Grand Prix,15,2000,Engine
arrows,verstappen,,,Indianapolis Motor Speedway,13,34,19,0,18,R,United States Grand Prix,15,2000,Brakes
mclaren,hakkinen,,,Indianapolis Motor Speedway,3,25,1,0,19,R,United States Grand Prix,15,2000,Engine
sauber,salo,,,Indianapolis Motor Speedway,14,18,17,0,20,R,United States Grand Prix,15,2000,Spun off
williams,button,,,Indianapolis Motor Speedway,6,14,10,0,21,R,United States Grand Prix,15,2000,Engine
jordan,trulli,,,Indianapolis Motor Speedway,5,12,6,0,22,R,United States Grand Prix,15,2000,Collision
ferrari,michael_schumacher,,"{'millis': '5393435', 'time': '1:29:53.435'}",Suzuka Circuit,1,53,3,10,1,1,Japanese Grand Prix,16,2000,Finished
mclaren,hakkinen,,"{'millis': '5395272', 'time': '+1.837'}",Suzuka Circuit,2,53,1,6,2,2,Japanese Grand Prix,16,2000,Finished
mclaren,coulthard,,"{'millis': '5463349', 'time': '+1:09.914'}",Suzuka Circuit,3,53,2,4,3,3,Japanese Grand Prix,16,2000,Finished
ferrari,barrichello,,"{'millis': '5472626', 'time': '+1:19.191'}",Suzuka Circuit,4,53,4,3,4,4,Japanese Grand Prix,16,2000,Finished
williams,button,,"{'millis': '5479129', 'time': '+1:25.694'}",Suzuka Circuit,5,53,10,2,5,5,Japanese Grand Prix,16,2000,Finished
bar,villeneuve,,,Suzuka Circuit,9,52,22,1,6,6,Japanese Grand Prix,16,2000,+1 Lap
jaguar,herbert,,,Suzuka Circuit,10,52,8,0,7,7,Japanese Grand Prix,16,2000,+1 Lap
jaguar,irvine,,,Suzuka Circuit,7,52,7,0,8,8,Japanese Grand Prix,16,2000,+1 Lap
bar,zonta,,,Suzuka Circuit,18,52,23,0,9,9,Japanese Grand Prix,16,2000,+1 Lap
sauber,salo,,,Suzuka Circuit,19,52,17,0,10,10,Japanese Grand Prix,16,2000,+1 Lap
sauber,diniz,,,Suzuka Circuit,20,52,16,0,11,11,Japanese Grand Prix,16,2000,+1 Lap
arrows,rosa,,,Suzuka Circuit,13,52,18,0,12,12,Japanese Grand Prix,16,2000,+1 Lap
jordan,trulli,,,Suzuka Circuit,15,52,6,0,13,13,Japanese Grand Prix,16,2000,+1 Lap
benetton,fisichella,,,Suzuka Circuit,12,52,11,0,14,14,Japanese Grand Prix,16,2000,+1 Lap
minardi,mazzacane,,,Suzuka Circuit,22,51,21,0,15,15,Japanese Grand Prix,16,2000,+2 Laps
minardi,gene,,,Suzuka Circuit,21,46,20,0,16,R,Japanese Grand Prix,16,2000,Engine
williams,ralf_schumacher,,,Suzuka Circuit,6,41,9,0,17,R,Japanese Grand Prix,16,2000,Spun off
prost,heidfeld,,,Suzuka Circuit,16,41,15,0,18,R,Japanese Grand Prix,16,2000,Suspension
benetton,wurz,,,Suzuka Circuit,11,37,12,0,19,R,Japanese Grand Prix,16,2000,Spun off
jordan,frentzen,,,Suzuka Circuit,8,29,5,0,20,R,Japanese Grand Prix,16,2000,Hydraulics
prost,alesi,,,Suzuka Circuit,17,19,14,0,21,R,Japanese Grand Prix,16,2000,Engine
arrows,verstappen,,,Suzuka Circuit,14,9,19,0,22,R,Japanese Grand Prix,16,2000,Electrical
ferrari,michael_schumacher,,"{'millis': '5754235', 'time': '1:35:54.235'}",Sepang International Circuit,1,56,3,10,1,1,Malaysian Grand Prix,17,2000,Finished
mclaren,coulthard,,"{'millis': '5754967', 'time': '+0.732'}",Sepang International Circuit,3,56,2,6,2,2,Malaysian Grand Prix,17,2000,Finished
ferrari,barrichello,,"{'millis': '5772679', 'time': '+18.444'}",Sepang International Circuit,4,56,4,4,3,3,Malaysian Grand Prix,17,2000,Finished
mclaren,hakkinen,,"{'millis': '5789504', 'time': '+35.269'}",Sepang International Circuit,2,56,1,3,4,4,Malaysian Grand Prix,17,2000,Finished
bar,villeneuve,,"{'millis': '5824927', 'time': '+1:10.692'}",Sepang International Circuit,6,56,22,2,5,5,Malaysian Grand Prix,17,2000,Finished
jaguar,irvine,,"{'millis': '5826803', 'time': '+1:12.568'}",Sepang International Circuit,7,56,7,1,6,6,Malaysian Grand Prix,17,2000,Finished
benetton,wurz,,"{'millis': '5843549', 'time': '+1:29.314'}",Sepang International Circuit,5,56,12,0,7,7,Malaysian Grand Prix,17,2000,Finished
sauber,salo,,,Sepang International Circuit,17,55,17,0,8,8,Malaysian Grand Prix,17,2000,+1 Lap
benetton,fisichella,,,Sepang International Circuit,13,55,11,0,9,9,Malaysian Grand Prix,17,2000,+1 Lap
arrows,verstappen,,,Sepang International Circuit,15,55,19,0,10,10,Malaysian Grand Prix,17,2000,+1 Lap
prost,alesi,,,Sepang International Circuit,18,55,14,0,11,11,Malaysian Grand Prix,17,2000,+1 Lap
jordan,trulli,,,Sepang International Circuit,9,55,6,0,12,12,Malaysian Grand Prix,17,2000,+1 Lap
minardi,mazzacane,,,Sepang International Circuit,22,50,21,0,13,13,Malaysian Grand Prix,17,2000,Engine
jaguar,herbert,,,Sepang International Circuit,12,48,8,0,14,R,Malaysian Grand Prix,17,2000,Suspension
bar,zonta,,,Sepang International Circuit,11,46,23,0,15,R,Malaysian Grand Prix,17,2000,Engine
williams,ralf_schumacher,,,Sepang International Circuit,8,43,9,0,16,R,Malaysian Grand Prix,17,2000,Engine
minardi,gene,,,Sepang International Circuit,21,36,20,0,17,R,Malaysian Grand Prix,17,2000,Wheel
williams,button,,,Sepang International Circuit,16,18,10,0,18,R,Malaysian Grand Prix,17,2000,Engine
jordan,frentzen,,,Sepang International Circuit,10,7,5,0,19,R,Malaysian Grand Prix,17,2000,Electrical
arrows,rosa,,,Sepang International Circuit,14,0,18,0,20,R,Malaysian Grand Prix,17,2000,Collision
prost,heidfeld,,,Sepang International Circuit,19,0,15,0,21,R,Malaysian Grand Prix,17,2000,Collision
sauber,diniz,,,Sepang International Circuit,20,0,16,0,22,R,Malaysian Grand Prix,17,2000,Collision
ferrari,michael_schumacher,,"{'millis': '5906533', 'time': '1:38:26.533'}",Albert Park Grand Prix Circuit,1,58,1,10,1,1,Australian Grand Prix,1,2001,Finished
mclaren,coulthard,,"{'millis': '5908250', 'time': '+1.717'}",Albert Park Grand Prix Circuit,6,58,4,6,2,2,Australian Grand Prix,1,2001,Finished
ferrari,barrichello,,"{'millis': '5940024', 'time': '+33.491'}",Albert Park Grand Prix Circuit,2,58,2,4,3,3,Australian Grand Prix,1,2001,Finished
sauber,heidfeld,,"{'millis': '5978012', 'time': '+1:11.479'}",Albert Park Grand Prix Circuit,10,58,16,3,4,4,Australian Grand Prix,1,2001,Finished
jordan,frentzen,,"{'millis': '5979340', 'time': '+1:12.807'}",Albert Park Grand Prix Circuit,4,58,11,2,5,5,Australian Grand Prix,1,2001,Finished
sauber,raikkonen,,"{'millis': '5990676', 'time': '+1:24.143'}",Albert Park Grand Prix Circuit,13,58,17,1,6,6,Australian Grand Prix,1,2001,Finished
bar,panis,,"{'millis': '5993583', 'time': '+1:27.050'}",Albert Park Grand Prix Circuit,9,58,9,0,7,7,Australian Grand Prix,1,2001,Finished
jaguar,burti,,,Albert Park Grand Prix Circuit,21,57,19,0,8,8,Australian Grand Prix,1,2001,+1 Lap
prost,alesi,,,Albert Park Grand Prix Circuit,14,57,22,0,9,9,Australian Grand Prix,1,2001,+1 Lap
arrows,verstappen,,,Albert Park Grand Prix Circuit,15,57,14,0,10,10,Australian Grand Prix,1,2001,+1 Lap
jaguar,irvine,,,Albert Park Grand Prix Circuit,12,57,18,0,11,11,Australian Grand Prix,1,2001,+1 Lap
minardi,alonso,,,Albert Park Grand Prix Circuit,19,56,21,0,12,12,Australian Grand Prix,1,2001,+2 Laps
benetton,fisichella,,,Albert Park Grand Prix Circuit,17,55,7,0,13,13,Australian Grand Prix,1,2001,+3 Laps
benetton,button,,,Albert Park Grand Prix Circuit,16,52,8,0,14,R,Australian Grand Prix,1,2001,Electrical
williams,montoya,,,Albert Park Grand Prix Circuit,11,40,6,0,15,R,Australian Grand Prix,1,2001,Engine
jordan,trulli,,,Albert Park Grand Prix Circuit,7,38,12,0,16,R,Australian Grand Prix,1,2001,Engine
mclaren,hakkinen,,,Albert Park Grand Prix Circuit,3,25,3,0,17,R,Australian Grand Prix,1,2001,Suspension
williams,ralf_schumacher,,,Albert Park Grand Prix Circuit,5,4,5,0,18,R,Australian Grand Prix,1,2001,Collision
bar,villeneuve,,,Albert Park Grand Prix Circuit,8,4,10,0,19,R,Australian Grand Prix,1,2001,Collision
minardi,marques,,,Albert Park Grand Prix Circuit,22,3,20,0,20,R,Australian Grand Prix,1,2001,Battery
arrows,bernoldi,,,Albert Park Grand Prix Circuit,18,2,15,0,21,R,Australian Grand Prix,1,2001,Spun off
prost,mazzacane,,,Albert Park Grand Prix Circuit,20,0,23,0,22,R,Australian Grand Prix,1,2001,Brakes
ferrari,michael_schumacher,,"{'millis': '6454801', 'time': '1:47:34.801'}",Sepang International Circuit,1,55,1,10,1,1,Malaysian Grand Prix,2,2001,Finished
ferrari,barrichello,,"{'millis': '6478461', 'time': '+23.660'}",Sepang International Circuit,2,55,2,6,2,2,Malaysian Grand Prix,2,2001,Finished
mclaren,coulthard,,"{'millis': '6483356', 'time': '+28.555'}",Sepang International Circuit,8,55,4,4,3,3,Malaysian Grand Prix,2,2001,Finished
jordan,frentzen,,"{'millis': '6501344', 'time': '+46.543'}",Sepang International Circuit,9,55,11,3,4,4,Malaysian Grand Prix,2,2001,Finished
williams,ralf_schumacher,,"{'millis': '6503034', 'time': '+48.233'}",Sepang International Circuit,3,55,5,2,5,5,Malaysian Grand Prix,2,2001,Finished
mclaren,hakkinen,,"{'millis': '6503407', 'time': '+48.606'}",Sepang International Circuit,4,55,3,1,6,6,Malaysian Grand Prix,2,2001,Finished
arrows,verstappen,,"{'millis': '6536361', 'time': '+1:21.560'}",Sepang International Circuit,18,55,14,0,7,7,Malaysian Grand Prix,2,2001,Finished
jordan,trulli,,,Sepang International Circuit,5,54,12,0,8,8,Malaysian Grand Prix,2,2001,+1 Lap
prost,alesi,,,Sepang International Circuit,13,54,22,0,9,9,Malaysian Grand Prix,2,2001,+1 Lap
jaguar,burti,,,Sepang International Circuit,15,54,19,0,10,10,Malaysian Grand Prix,2,2001,+1 Lap
benetton,button,,,Sepang International Circuit,17,53,8,0,11,11,Malaysian Grand Prix,2,2001,+2 Laps
prost,mazzacane,,,Sepang International Circuit,19,53,23,0,12,12,Malaysian Grand Prix,2,2001,+2 Laps
minardi,alonso,,,Sepang International Circuit,21,52,21,0,13,13,Malaysian Grand Prix,2,2001,+3 Laps
minardi,marques,,,Sepang International Circuit,20,51,20,0,14,14,Malaysian Grand Prix,2,2001,+4 Laps
benetton,fisichella,,,Sepang International Circuit,16,31,7,0,15,R,Malaysian Grand Prix,2,2001,Fuel pressure
bar,villeneuve,,,Sepang International Circuit,7,3,10,0,16,R,Malaysian Grand Prix,2,2001,Spun off
sauber,heidfeld,,,Sepang International Circuit,11,3,16,0,17,R,Malaysian Grand Prix,2,2001,Spun off
arrows,bernoldi,,,Sepang International Circuit,22,3,15,0,18,R,Malaysian Grand Prix,2,2001,Spun off
williams,montoya,,,Sepang International Circuit,6,3,6,0,19,R,Malaysian Grand Prix,2,2001,Spun off
jaguar,irvine,,,Sepang International Circuit,12,3,18,0,20,R,Malaysian Grand Prix,2,2001,Water leak
bar,panis,,,Sepang International Circuit,10,1,9,0,21,R,Malaysian Grand Prix,2,2001,Oil leak
sauber,raikkonen,,,Sepang International Circuit,14,0,17,0,22,R,Malaysian Grand Prix,2,2001,Driveshaft
mclaren,coulthard,,"{'millis': '5940834', 'time': '1:39:00.834'}",Autódromo José Carlos Pace,5,71,4,10,1,1,Brazilian Grand Prix,3,2001,Finished
ferrari,michael_schumacher,,"{'millis': '5956998', 'time': '+16.164'}",Autódromo José Carlos Pace,1,71,1,6,2,2,Brazilian Grand Prix,3,2001,Finished
sauber,heidfeld,,,Autódromo José Carlos Pace,9,70,16,4,3,3,Brazilian Grand Prix,3,2001,+1 Lap
bar,panis,,,Autódromo José Carlos Pace,11,70,9,3,4,4,Brazilian Grand Prix,3,2001,+1 Lap
jordan,trulli,,,Autódromo José Carlos Pace,7,70,12,2,5,5,Brazilian Grand Prix,3,2001,+1 Lap
benetton,fisichella,,,Autódromo José Carlos Pace,18,70,7,1,6,6,Brazilian Grand Prix,3,2001,+1 Lap
bar,villeneuve,,,Autódromo José Carlos Pace,12,70,10,0,7,7,Brazilian Grand Prix,3,2001,+1 Lap
prost,alesi,,,Autódromo José Carlos Pace,15,70,22,0,8,8,Brazilian Grand Prix,3,2001,+1 Lap
